Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,Female,43,1,Research Scientist,3,Married,18863,1,No,13,3,10,3,3,10,6,0,8
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,Female,59,2,Research Scientist,3,Single,7909,3,No,13,3,10,4,4,8,7,1,7
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,Female,65,2,Sales Executive,3,Married,17970,1,No,13,3,15,2,3,15,10,4,12
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,Male,37,1,Human Resources,3,Married,6004,1,No,13,3,7,2,4,7,6,5,0
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,Female,52,2,Healthcare Representative,4,Divorced,17171,7,No,13,3,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,Male,55,1,Research Scientist,3,Married,7950,1,No,13,3,4,0,3,4,2,2,2
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,Female,45,3,Sales Executive,1,Married,11162,1,No,13,3,11,3,1,11,8,3,10
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,Male,45,2,Sales Executive,1,Single,2253,7,No,13,3,9,3,4,6,4,1,5
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,Female,92,2,Research Scientist,4,Married,21203,3,Yes,13,3,16,3,1,1,1,0,0
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,Male,47,1,Laboratory Technician,4,Married,26537,1,No,13,3,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,Female,85,2,Sales Executive,3,Single,9489,8,No,13,3,7,2,2,4,3,1,3
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,Female,92,5,Manager,1,Divorced,18575,4,No,13,3,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,Female,54,1,Laboratory Technician,4,Married,26342,1,No,13,3,10,5,3,10,8,0,8
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,Female,56,2,Manufacturing Director,4,Married,9961,1,No,13,3,14,2,2,14,8,3,11
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,Male,99,1,Human Resources,3,Married,8429,1,No,13,3,5,2,3,5,4,1,4
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,Female,97,1,Laboratory Technician,2,Married,3372,1,No,13,3,1,3,1,1,0,0,0
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,Male,49,2,Laboratory Technician,3,Divorced,11309,1,No,13,3,10,4,2,10,7,8,9
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238,Male,60,1,Research Scientist,4,Married,6311,0,No,13,3,15,5,3,14,10,4,10
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,Female,72,1,Research Scientist,4,Married,19982,1,No,13,3,10,5,3,10,5,7,7
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,Male,85,5,Manager,3,Married,12124,2,No,13,3,23,2,4,1,0,0,0
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1285,Female,46,2,Laboratory Technician,2,Divorced,22534,4,No,13,3,15,2,4,11,8,5,10
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1299,Female,39,1,Laboratory Technician,3,Divorced,17285,3,Yes,13,3,10,2,3,7,7,7,7
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1307,Female,94,4,Manager,2,Divorced,17334,6,Yes,13,3,21,4,3,19,9,15,2
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1310,Male,93,1,Research Scientist,1,Single,22154,0,No,13,3,6,2,3,5,2,0,3
41,No,Non-Travel,256,Sales,10,2,Medical,1329,Male,40,2,Sales Executive,2,Single,22074,1,No,13,3,19,4,3,19,2,11,9
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,Male,37,4,Manager,3,Married,26582,0,Yes,13,3,21,3,2,20,8,2,10
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1346,Male,98,2,Research Scientist,4,Single,22455,1,No,13,3,9,4,3,9,8,8,8
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1377,Male,86,2,Laboratory Technician,3,Married,17491,4,No,13,3,10,1,3,8,7,7,7
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1395,Male,61,2,Sales Executive,4,Married,19293,6,No,13,3,8,2,4,5,4,1,2
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1396,Male,36,2,Sales Executive,2,Married,20497,0,Yes,13,3,4,3,2,3,2,1,2
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1405,Female,51,1,Research Scientist,3,Single,25681,1,Yes,13,3,8,2,3,8,2,7,7
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1409,Female,54,1,Laboratory Technician,1,Married,17363,9,No,13,3,12,2,1,5,4,0,4
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1419,Male,51,3,Human Resources,1,Single,9769,1,No,13,3,10,3,2,10,9,0,9
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1424,Male,81,4,Research Director,4,Divorced,12414,2,No,13,3,31,4,4,7,7,0,0
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1436,Female,98,2,Sales Executive,1,Married,13494,4,No,13,3,11,3,2,3,2,0,2
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1464,Male,94,1,Laboratory Technician,4,Married,21081,6,Yes,13,3,7,2,1,2,2,2,2
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1475,Male,49,1,Research Scientist,2,Single,21158,1,No,13,3,6,3,2,5,2,1,3
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1480,Female,74,1,Laboratory Technician,4,Single,16458,1,No,13,3,12,3,3,12,9,5,8
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1482,Male,64,1,Research Scientist,3,Divorced,7152,1,No,13,3,1,2,2,1,0,0,0
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1492,Male,76,1,Sales Representative,3,Married,16192,1,No,13,3,1,3,3,1,0,0,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1495,Female,78,1,Sales Representative,2,Married,7103,1,No,13,3,1,2,3,1,0,0,0
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,775,Female,32,2,Manufacturing Director,1,Divorced,4187,3,No,14,3,7,3,3,0,0,0,0
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1513,Female,97,1,Laboratory Technician,2,Married,4668,0,No,13,3,4,3,3,3,2,0,2
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1522,Male,100,1,Research Scientist,1,Single,7568,6,No,13,3,11,2,1,9,7,0,7
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1523,Male,32,4,Research Director,1,Married,22074,3,No,13,3,24,1,4,20,6,14,17
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1539,Male,88,4,Research Director,4,Single,24450,1,Yes,13,3,32,2,3,32,6,13,9
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1544,Female,39,2,Healthcare Representative,1,Married,7288,3,No,13,3,9,3,3,7,7,0,7
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1545,Male,44,2,Manufacturing Director,2,Single,24152,1,No,13,3,5,2,3,5,3,0,2
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,Male,46,2,Sales Executive,1,Married,10589,2,No,13,3,8,6,1,2,2,2,2
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577,Male,35,1,Research Scientist,4,Single,22061,1,No,13,3,1,4,1,1,0,0,0
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,Female,73,2,Sales Executive,3,Single,21447,6,No,13,3,15,5,3,1,0,0,0
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,Male,80,2,Laboratory Technician,1,Married,19711,3,Yes,13,3,9,3,3,3,2,0,2
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,Male,54,2,Sales Executive,1,Single,21602,7,No,13,3,10,3,3,5,2,0,3
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,Male,42,2,Manufacturing Director,4,Divorced,17000,1,No,13,3,9,3,3,9,7,7,2
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,Male,76,2,Manufacturing Director,1,Married,3835,2,No,13,3,10,3,3,7,7,7,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,Female,80,3,Manufacturing Director,3,Married,25800,1,No,13,3,18,2,3,18,15,14,12
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,Female,81,2,Manufacturing Director,3,Single,3140,0,No,13,3,10,2,1,9,2,3,8
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,Female,32,1,Research Scientist,4,Single,17218,1,Yes,13,3,6,2,3,6,3,1,3
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648,Male,87,1,Research Scientist,4,Single,6297,2,No,13,3,6,0,2,4,2,1,2
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,Male,43,2,Sales Executive,2,Divorced,3356,1,Yes,13,3,10,3,2,10,0,0,9
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1671,Male,45,2,Research Scientist,2,Divorced,25518,0,No,13,3,10,4,2,9,5,1,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720,Male,56,1,Research Scientist,3,Married,17360,6,No,13,3,10,3,2,5,2,1,3
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1725,Male,91,1,Laboratory Technician,1,Divorced,3622,1,No,13,3,6,2,4,6,2,1,2
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733,Male,96,2,Sales Executive,1,Divorced,8658,5,Yes,13,3,16,3,3,2,2,2,2
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1735,Female,51,1,Laboratory Technician,2,Single,12862,1,No,13,3,3,3,1,3,2,1,2
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,Male,80,3,Sales Executive,3,Married,3840,3,No,13,3,10,2,1,4,3,0,2
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,811,Male,63,1,Laboratory Technician,1,Married,3445,1,Yes,21,4,1,2,3,0,0,0,0
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1752,Female,52,1,Sales Representative,2,Single,14630,1,No,13,3,2,3,3,2,2,2,2
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1761,Male,70,3,Sales Executive,3,Married,19002,2,No,13,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1762,Female,91,1,Research Scientist,1,Divorced,10007,1,No,13,3,1,2,3,1,0,0,0
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,Male,97,1,Human Resources,4,Single,5033,0,No,13,3,10,5,3,9,7,1,8
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1780,Male,31,1,Sales Representative,2,Single,4567,1,No,13,3,1,3,3,1,0,1,0
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1790,Male,90,3,Healthcare Representative,1,Married,25949,7,Yes,13,3,15,1,3,12,8,5,7
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1794,Male,89,2,Human Resources,2,Divorced,12832,2,No,13,3,19,4,2,10,0,4,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,Male,100,1,Human Resources,2,Divorced,7129,5,No,13,3,13,3,3,11,10,3,8
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1813,Male,52,1,Research Scientist,3,Single,24978,4,No,13,3,7,2,2,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1815,Female,81,3,Sales Executive,3,Divorced,26458,0,Yes,13,3,23,3,4,22,14,13,5
26,No,Travel_Rarely,572,Sales,10,3,Medical,1836,Male,46,2,Sales Executive,4,Single,9125,1,No,13,3,5,4,3,5,3,1,2
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1852,Male,40,1,Laboratory Technician,4,Married,7003,1,No,13,3,11,3,4,11,8,3,10
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1866,Female,81,5,Manager,3,Married,22539,7,No,13,3,21,2,3,16,12,6,14
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1876,Male,89,1,Sales Representative,4,Single,16019,1,No,13,3,1,3,2,1,0,0,0
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1880,Female,63,2,Sales Executive,3,Married,6060,1,Yes,13,3,10,4,3,10,9,1,7
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1882,Male,64,3,Sales Executive,4,Married,24444,2,Yes,13,3,9,3,3,5,3,1,0
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,833,Female,52,2,Manufacturing Director,4,Single,20234,5,Yes,24,4,12,4,2,0,0,0,0
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1888,Female,93,2,Manufacturing Director,4,Married,23888,0,No,13,3,10,2,2,9,8,3,8
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1893,Female,90,1,Research Scientist,3,Married,14908,1,Yes,13,3,1,3,2,1,0,1,0
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1911,Male,83,3,Research Director,1,Married,14842,9,No,13,3,18,3,4,13,7,5,7
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1938,Female,72,4,Manager,4,Married,11761,4,Yes,13,3,29,2,2,1,0,0,0
31,No,Non-Travel,976,Research & Development,3,2,Medical,1948,Male,48,1,Research Scientist,1,Divorced,3995,1,Yes,13,3,4,3,4,4,2,2,3
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1952,Male,95,1,Laboratory Technician,1,Single,20006,0,No,13,3,8,6,2,7,7,7,6
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1968,Male,66,3,Sales Executive,1,Single,5843,6,Yes,13,3,15,2,2,2,2,2,2
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1982,Male,78,1,Laboratory Technician,4,Single,13672,1,No,13,3,5,6,4,5,2,1,4
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1989,Male,76,1,Laboratory Technician,2,Married,4077,1,No,13,3,12,6,2,12,8,1,7
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,2009,Female,95,2,Healthcare Representative,4,Married,21653,0,Yes,13,3,10,6,3,9,7,8,1
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,2010,Female,49,1,Laboratory Technician,2,Single,15919,1,No,13,3,6,3,3,6,2,4,1
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,2014,Male,52,2,Research Scientist,4,Single,5340,7,No,13,3,18,2,3,7,7,1,7
27,No,Non-Travel,443,Research & Development,3,3,Medical,850,Male,50,1,Research Scientist,4,Married,16571,1,No,11,3,0,6,2,0,0,0,0
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,2022,Male,87,5,Manager,4,Single,15302,2,No,13,3,21,3,2,6,0,1,3
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,2025,Female,97,2,Manufacturing Director,2,Divorced,9192,7,No,13,3,18,3,3,4,2,0,2
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,2045,Female,100,2,Sales Executive,4,Married,14369,4,No,13,3,8,2,2,6,3,0,0
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,2053,Male,46,2,Laboratory Technician,2,Married,23679,4,Yes,13,3,10,2,3,4,3,0,3
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,2055,Male,39,3,Sales Executive,1,Divorced,16586,4,Yes,13,3,20,3,3,3,2,2,0
28,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,19,Male,50,1,Laboratory Technician,3,Single,12947,5,Yes,14,3,6,4,3,4,2,0,3
44,No,Travel_Rarely,477,Research & Development,7,4,Medical,36,Female,42,3,Healthcare Representative,4,Married,2094,3,No,14,3,24,4,3,22,6,5,17
39,Yes,Travel_Rarely,895,Sales,5,3,Technical Degree,42,Male,56,2,Sales Representative,4,Married,3335,3,No,14,3,19,6,4,1,0,0,0
50,Yes,Travel_Rarely,869,Sales,3,2,Marketing,47,Male,86,1,Sales Representative,3,Married,3810,1,Yes,14,3,3,2,3,3,2,0,2
36,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,51,Female,82,1,Research Scientist,1,Married,13072,9,Yes,14,3,6,3,4,1,1,0,0
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,84,Female,33,4,Manager,3,Divorced,19730,2,Yes,14,3,21,2,3,5,0,0,2
35,No,Travel_Rarely,776,Sales,1,4,Marketing,100,Male,32,2,Sales Executive,1,Single,23016,0,No,14,3,16,2,3,15,13,2,8
55,No,Travel_Rarely,111,Sales,1,2,Life Sciences,106,Male,70,3,Sales Executive,4,Married,18092,3,No,14,3,24,4,3,1,0,1,0
34,No,Travel_Rarely,665,Research & Development,6,4,Other,138,Female,41,2,Research Scientist,3,Single,12482,1,No,14,3,16,3,3,16,13,2,10
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,139,Male,100,2,Healthcare Representative,4,Divorced,15850,5,No,14,3,17,2,4,1,0,0,0
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,Female,92,3,Sales Executive,4,Married,22952,0,No,14,3,10,6,3,9,7,2,8
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,169,Male,100,1,Laboratory Technician,4,Married,19299,0,No,14,3,3,2,3,2,1,2,1
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,170,Female,96,2,Manufacturing Director,1,Married,5549,1,No,14,3,16,2,2,15,11,5,11
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,Female,47,2,Sales Executive,3,Married,14590,4,No,14,3,17,1,4,15,11,5,9
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,Female,75,1,Research Scientist,3,Single,23910,1,No,14,3,5,4,2,5,4,0,4
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,197,Female,84,1,Research Scientist,1,Divorced,10415,5,No,14,3,8,3,3,3,2,2,2
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,201,Female,79,1,Laboratory Technician,2,Single,16102,1,No,14,3,1,3,3,1,0,0,0
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,Female,43,3,Sales Executive,4,Single,15589,1,No,14,3,9,2,3,9,8,3,7
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,242,Male,90,1,Research Scientist,4,Single,10515,0,No,14,3,4,2,4,3,1,0,2
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,253,Female,46,5,Manager,3,Married,6499,1,No,14,3,21,2,3,20,8,9,9
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,259,Male,65,5,Manager,3,Married,5678,0,No,14,3,34,5,3,33,18,11,9
43,No,Non-Travel,1344,Research & Development,7,3,Medical,262,Male,37,1,Research Scientist,4,Divorced,5228,4,No,14,3,7,3,4,5,4,2,2
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,271,Male,88,2,Manufacturing Director,3,Married,7259,9,No,14,3,14,3,3,1,0,0,0
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,287,Male,63,2,Healthcare Representative,4,Married,14242,9,No,14,3,5,5,1,3,2,0,2
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,Female,90,2,Sales Executive,3,Single,12916,1,No,14,3,7,2,3,7,7,0,7
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,300,Male,85,1,Research Scientist,3,Single,19757,0,No,14,3,7,1,2,6,2,1,5
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,303,Female,52,2,Sales Executive,1,Married,17011,2,No,14,3,16,4,3,6,2,0,5
37,No,Travel_Frequently,663,Research & Development,11,3,Other,306,Male,47,3,Research Director,4,Divorced,10056,1,Yes,14,3,10,1,3,10,8,0,7
29,No,Travel_Frequently,1413,Sales,1,1,Medical,312,Female,42,3,Sales Executive,4,Married,6599,1,No,14,3,11,5,3,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,3,Marketing,314,Female,92,3,Sales Executive,3,Single,9096,1,No,14,3,10,3,4,10,7,0,8
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,331,Male,62,1,Laboratory Technician,3,Single,9571,0,Yes,14,3,4,2,1,3,2,1,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,332,Female,96,1,Laboratory Technician,3,Divorced,15417,7,No,14,3,7,1,3,3,2,1,2
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,340,Female,83,1,Research Scientist,1,Married,18697,2,No,14,3,17,2,2,3,1,0,2
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,349,Male,45,2,Sales Executive,4,Divorced,10732,2,No,14,3,10,2,3,3,2,0,2
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,372,Male,79,4,Healthcare Representative,4,Married,7501,0,Yes,14,3,21,2,3,20,7,4,10
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,374,Male,81,5,Manager,1,Single,18938,0,Yes,14,3,37,2,3,36,10,4,13
37,No,Travel_Rarely,228,Sales,6,4,Medical,378,Male,98,2,Sales Executive,4,Married,22825,4,No,14,3,7,5,4,5,4,0,1
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,385,Male,96,5,Research Director,2,Divorced,15815,3,No,14,3,28,4,2,10,4,1,6
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,393,Male,82,2,Healthcare Representative,4,Divorced,18899,9,No,14,3,10,2,3,2,2,1,2
42,No,Travel_Frequently,555,Sales,26,3,Marketing,404,Female,77,4,Sales Executive,2,Married,14864,5,No,14,3,23,2,4,20,4,4,8
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,420,Male,91,2,Sales Executive,3,Married,16985,1,No,14,3,13,3,2,13,8,4,8
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,429,Male,99,4,Manager,1,Married,5355,1,Yes,14,3,21,3,3,21,9,11,10
33,No,Travel_Frequently,508,Sales,10,3,Marketing,446,Male,46,2,Sales Executive,4,Single,4317,3,No,14,3,9,6,2,7,7,0,1
45,No,Travel_Rarely,549,Research & Development,8,4,Other,452,Male,75,2,Research Scientist,4,Married,9278,9,No,14,3,12,3,3,10,9,9,8
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,461,Male,92,3,Research Director,4,Divorced,15682,0,Yes,14,3,12,3,3,11,10,2,9
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,462,Female,39,3,Manufacturing Director,4,Single,25713,1,Yes,14,3,11,2,2,11,9,4,10
29,No,Travel_Rarely,144,Sales,10,1,Marketing,463,Female,39,2,Sales Executive,2,Divorced,11866,1,Yes,14,3,7,2,3,7,7,1,7
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,468,Female,44,4,Research Director,4,Single,15901,2,No,14,3,16,2,3,1,0,0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,469,Male,61,2,Sales Executive,3,Married,16928,1,No,14,3,4,3,2,4,3,0,2
46,No,Non-Travel,1144,Research & Development,7,4,Medical,487,Female,30,2,Manufacturing Director,3,Married,16044,2,No,14,3,7,2,4,1,0,0,0
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,526,Female,74,2,Healthcare Representative,3,Divorced,2227,4,Yes,14,3,8,3,3,5,2,0,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,Male,52,5,Manager,3,Divorced,8213,1,Yes,14,3,21,3,3,21,8,1,6
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,543,Male,39,3,Manufacturing Director,3,Married,19609,2,Yes,14,3,28,4,3,5,4,0,4
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550,Female,87,2,Manufacturing Director,3,Divorced,26314,2,No,14,3,19,5,2,10,7,0,8
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,Female,79,5,Manager,3,Married,13022,0,No,14,3,21,2,3,20,15,1,12
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,Female,49,1,Laboratory Technician,4,Single,7181,0,No,14,3,12,2,2,11,7,6,7
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,Male,57,1,Sales Representative,2,Single,18398,0,No,14,3,4,3,3,3,2,1,2
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,945,Male,51,1,Research Scientist,3,Married,5543,4,No,17,3,13,2,2,0,0,0,0
